"[BRWN, PARA#5915, SENT#16]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#9134, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,2,
"[BRWN, PARA#11825, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3874, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#2794, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#149, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#2288, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#7095, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14002, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#14920, SENT#7]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#15656, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#10277, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6824, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13531, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13610, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,1,
"[BRWN, PARA#4051, SENT#12]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6820, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#14984, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13298, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#10282, SENT#7]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3976, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#10409, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13409, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#15025, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#13884, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#8978, SENT#8]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#13683, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14584, SENT#9]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#15089, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6438, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#7623, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#4511, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#7717, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3727, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#10352, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#7550, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#10868, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#15491, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14613, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13164, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#4977, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#11483, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#8852, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13611, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#2531, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#9997, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,2,
"[BRWN, PARA#2735, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#11269, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#7895, SENT#8]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,1,
"[BRWN, PARA#10579, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13648, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#6884, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3885, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,2,
"[BRWN, PARA#11646, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#2736, SENT#11]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3958, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#12127, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14225, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#7757, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#8972, SENT#9]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#15233, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,1,
"[BRWN, PARA#7401, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,3,
"[BRWN, PARA#15069, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14771, SENT#8]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13823, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,2,
"[BRWN, PARA#12081, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#11032, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#10405, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#13915, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#2646, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,1,
"[BRWN, PARA#14486, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,1,
"[BRWN, PARA#7409, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#4799, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#9343, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6812, SENT#10]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#14492, SENT#10]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#15582, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#11877, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#10307, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14625, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6292, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#4332, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14532, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#7352, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3896, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,1,
"[BRWN, PARA#11232, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#8991, SENT#7]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#5841, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14062, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6813, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#14496, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#4908, SENT#9]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#8590, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#5832, SENT#7]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#3064, SENT#11]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#14782, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#5994, SENT#7]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#4106, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#1721, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#4276, SENT#3]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,2,2,
"[BRWN, PARA#11967, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,3,
"[BRWN, PARA#15558, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#10384, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#2781, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,2,
"[BRWN, PARA#7104, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,2,
"[BRWN, PARA#6846, SENT#8]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#10554, SENT#4]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",2,1,1,
"[BRWN, PARA#10318, SENT#6]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,3,1,
"[BRWN, PARA#11031, SENT#1]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",3,1,1,
"[BRWN, PARA#13694, SENT#2]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#8690, SENT#5]","I don't mean a few aesthetes who play about with sensations , like a young prince in a miniature dabbling his hand in a pool .",1,1,1,
"[BRWN, PARA#6433, SENT#3]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,2,
"[BRWN, PARA#13782, SENT#3]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#14038, SENT#3]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#4102, SENT#5]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#13933, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#9361, SENT#2]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,2,
"[BRWN, PARA#14704, SENT#5]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,2,
"[BRWN, PARA#7754, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#9554, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,2,
"[BRWN, PARA#13121, SENT#4]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#9945, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,2,
"[BRWN, PARA#11078, SENT#10]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#14716, SENT#2]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#15065, SENT#2]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,3,1,1,
"[BRWN, PARA#3871, SENT#3]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#6794, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,1,
"[BRWN, PARA#7424, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#14928, SENT#3]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,3,
"[BRWN, PARA#8846, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,2,
"[BRWN, PARA#1413, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#10326, SENT#2]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#7416, SENT#2]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,2,
"[BRWN, PARA#4906, SENT#4]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,2,
"[BRWN, PARA#14494, SENT#2]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,1,1,
"[BRWN, PARA#3538, SENT#1]",) The curve of faded terra-cotta-colored houses in front of the church seems like a stage set .,1,2,1,
"[BRWN, PARA#14595, SENT#1]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",1,1,1,
"[BRWN, PARA#15578, SENT#5]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",3,1,2,1
"[BRWN, PARA#6921, SENT#2]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",1,2,3,1
"[BRWN, PARA#6769, SENT#1]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",1,2,3,1
"[BRWN, PARA#8979, SENT#5]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",1,2,3,1
"[BRWN, PARA#14487, SENT#13]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",2,1,3,1
"[BRWN, PARA#3735, SENT#2]","But now with real anger at last , something proud and indignant , Early Spring stood like a she wolf before her den and cried , `` I will not shriek at you ! !",1,3,2,1
